,city,dong,addr_kr,latitude,longitude
676358,부산광역시,연지동,부산광역시 연지동,35.1725741,129.0539533
676373,부산광역시,초읍동,부산광역시 초읍동,35.1791327,129.0489923
676385,부산광역시,부암동,부산광역시 부암동,35.1686813,129.0426011
676435,부산광역시,당감동,부산광역시 당감동,35.1666831,129.033972
676495,부산광역시,가야동,부산광역시 가야동,35.1518451,129.0343533
676521,부산광역시,개금동,부산광역시 개금동,35.1527311,129.0213975
677668,부산광역시,범전동,부산광역시 범전동,35.1675752,129.0632799
726907,부산광역시,명장동,부산광역시 명장동,35.20755,129.10356
726919,부산광역시,안락동,부산광역시 안락동,35.1955604,129.1062237
726982,부산광역시,낙민동,부산광역시 낙민동,35.1990492,129.0897188
727010,부산광역시,복천동,부산광역시 복천동,35.2068337,129.0926141
727027,부산광역시,수안동,부산광역시 수안동,35.2014054,129.0836159
727036,부산광역시,명륜동,부산광역시 명륜동,35.2106872,129.0816077
727051,부산광역시,온천동,부산광역시 온천동,35.2158722,129.07023
727124,부산광역시,사직동,부산광역시 사직동,35.1983566,129.0653657
727268,부산광역시,칠산동,부산광역시 칠산동,35.2049318,129.0876475
759846,부산광역시,대연동,부산광역시 대연동,35.1343823,129.0938404
759915,부산광역시,용호동,부산광역시 용호동,35.1190255,129.1126529
760021,부산광역시,용당동,부산광역시 용당동,35.1172098,129.0957209
760044,부산광역시,문현동,부산광역시 문현동,35.1387673,129.0712954
760098,부산광역시,우암동,부산광역시 우암동,35.1257662,129.07514
760117,부산광역시,감만동,부산광역시 감만동,35.1165445,129.0835595
797767,부산광역시,금곡동,부산광역시 금곡동,35.2585765,129.0138853
797841,부산광역시,화명동,부산광역시 화명동,35.2326638,129.010709
798090,부산광역시,만덕동,부산광역시 만덕동,35.2116694,129.0355986
798152,부산광역시,덕천동,부산광역시 덕천동,35.2122143,129.0115542
798223,부산광역시,구포동,부산광역시 구포동,35.19957,129.00564
846258,부산광역시,반송동,부산광역시 반송동,35.2263679,129.1473085
846282,부산광역시,반여동,부산광역시 반여동,35.2044407,129.1219722
846418,부산광역시,재송동,부산광역시 재송동,35.1858554,129.124651
846506,부산광역시,우동,부산광역시 우동,35.1618397,129.1427761
846608,부산광역시,중동,부산광역시 중동,35.1635017,129.1744702
846673,부산광역시,좌동,부산광역시 좌동,35.1781799,129.1759973
847006,부산광역시,송정동,부산광역시 송정동,35.1836256,129.2021692
917265,부산광역시,괴정동,부산광역시 괴정동,35.1002359,128.9935408
917295,부산광역시,당리동,부산광역시 당리동,35.1071561,128.9768898
917316,부산광역시,하단동,부산광역시 하단동,35.1114947,128.9595583
917378,부산광역시,신평동,부산광역시 신평동,35.097,128.95831
917404,부산광역시,장림동,부산광역시 장림동,35.07509,128.96829
917435,부산광역시,다대동,부산광역시 다대동,35.0582357,128.9713819
917543,부산광역시,구평동,부산광역시 구평동,35.0715931,128.9902532
917548,부산광역시,감천동,부산광역시 감천동,35.0885858,129.004687
963373,부산광역시,청룡동,부산광역시 청룡동,35.28324,129.07324
963385,부산광역시,남산동,부산광역시 남산동,35.2680875,129.0897851
963402,부산광역시,구서동,부산광역시 구서동,35.2534821,129.0884377
963463,부산광역시,장전동,부산광역시 장전동,35.2335057,129.0831656
963474,부산광역시,부곡동,부산광역시 부곡동,35.2339453,129.093848
963573,부산광역시,서동,부산광역시 서동,35.21649,129.1033187
963770,부산광역시,금사동,부산광역시 금사동,35.224064,129.1135607
964089,부산광역시,회동동,부산광역시 회동동,35.23105,129.12173
988598,부산광역시,신호동,부산광역시 신호동,35.0870837,128.8770511
988703,부산광역시,명지동,부산광역시 명지동,35.1071356,128.9179423
992210,부산광역시,지사동,부산광역시 지사동,35.147911,128.828341
996255,부산광역시,거제동,부산광역시 거제동,35.18762,129.06912
996337,부산광역시,연산동,부산광역시 연산동,35.1834421,129.0899339
1022493,부산광역시,망미동,부산광역시 망미동,35.1751853,129.1050135
1022523,부산광역시,수영동,부산광역시 수영동,35.1706,129.11705
1022529,부산광역시,민락동,부산광역시 민락동,35.1585693,129.127121
1022554,부산광역시,광안동,부산광역시 광안동,35.1590134,129.113064
1022677,부산광역시,남천동,부산광역시 남천동,35.1446789,129.1100882
1043737,부산광역시,삼락동,부산광역시 삼락동,35.1837761,128.9791895
1043738,부산광역시,모라동,부산광역시 모라동,35.1855773,128.9938869
1043775,부산광역시,덕포동,부산광역시 덕포동,35.1754906,128.9854608
1043795,부산광역시,괘법동,부산광역시 괘법동,35.1635445,128.9855211
1043804,부산광역시,감전동,부산광역시 감전동,35.1541079,128.9800713
1043805,부산광역시,주례동,부산광역시 주례동,35.1499292,129.0060707
1043879,부산광역시,학장동,부산광역시 학장동,35.1422194,128.9843177
1043931,부산광역시,엄궁동,부산광역시 엄궁동,35.1253561,128.9725345
1073099,부산광역시,기장읍 동부리,부산광역시 동부리,35.24774,129.20767
1073122,부산광역시,기장읍 교리,부산광역시 교리,35.25201,129.21754
1073133,부산광역시,기장읍 서부리,부산광역시 서부리,35.2474,129.19778
1073140,부산광역시,기장읍 대라리,부산광역시 대라리,35.23656,129.20855
1073163,부산광역시,기장읍 청강리,부산광역시 청강리,35.22288,129.21032
1073177,부산광역시,정관읍 달산리,부산광역시 달산리,35.32225,129.19944
1073247,부산광역시,일광면 삼성리,부산광역시 삼성리,35.2664001,129.2313033
1073377,부산광역시,일광면 이천리,부산광역시 이천리,35.2692314,129.2386422
1073579,부산광역시,기장읍 대변리,부산광역시 대변리,35.22599,129.22926
1073974,부산광역시,정관읍 방곡리,부산광역시 방곡리,35.32853,129.18855
1074051,부산광역시,정관읍 용수리,부산광역시 용수리,35.33662,129.17312
1074100,부산광역시,정관읍 매학리,부산광역시 매학리,35.31609,129.16806
1074165,부산광역시,정관읍 모전리,부산광역시 모전리,35.33772,129.16113
1075539,부산광역시,기장읍 내리,부산광역시 내리,35.20957,129.18316
1083123,부산광역시,철마면 고촌리,부산광역시 고촌리,35.24474,129.16156
1090197,부산광역시,장안읍 명례리,부산광역시 명례리,35.3747664,129.2573074
1091655,부산광역시,장안읍 좌천리,부산광역시 좌천리,35.31551,129.24226
1092821,서울특별시,교남동,서울특별시 교남동,37.5716654,126.96339035786244
1093070,서울특별시,효제동,서울특별시 효제동,37.5732,127.00299
1184449,부산광역시,충무동1가,부산광역시 충무동1가,35.09548,129.02423
1209136,부산광역시,대저1동,부산광역시 대저1동,35.2135815,128.9686963
1209616,부산광역시,녹산동,부산광역시 녹산동,35.1116974,128.869001
